       1.351442698505e-01       8.328222878398e-01 
       1.396770143841e-01       7.832227299655e-01 
       1.443570785431e-01       7.300327464327e-01 
       1.491904576601e-01       6.767920881317e-01 
       1.541831712367e-01       6.272868240775e-01 
       1.593412720469e-01       5.846056606005e-01 
       1.646708570633e-01       5.503447761490e-01 
       1.701780810655e-01       5.242427645424e-01 
       1.758691737780e-01       5.041746085120e-01 
       1.817504613770e-01       4.869692897928e-01 
       1.878283932000e-01       4.687286856226e-01 
       1.941095744967e-01       4.464677741838e-01 
       2.006008060723e-01       4.195039340502e-01 
       2.073091317062e-01       3.896816301110e-01 
       2.142418942883e-01       3.602204858552e-01 
       2.214068017091e-01       3.341936019023e-01 
       2.288120036882e-01       3.133762250200e-01 
       2.364661809369e-01       2.975375935255e-01 
       2.443786483545e-01       2.844366511052e-01 
       2.525594743676e-01       2.711322740008e-01 
       2.610196190793e-01       2.557003157529e-01 
       2.697710946356e-01       2.382008678290e-01 
       2.788271521975e-01       2.205870994159e-01 
       2.882025012048e-01       2.051894224899e-01 
       2.979135683333e-01       1.928137620024e-01 
       3.079788058407e-01       1.824760523040e-01 
       3.184190620639e-01       1.723273096341e-01 
       3.292580310042e-01       1.612097518843e-01 
       3.405228036555e-01       1.496672817943e-01 
       3.522445516907e-01       1.390250480461e-01 
       3.644593853524e-01       1.300132666561e-01 
       3.772094434962e-01       1.219486778249e-01 
       3.905442972200e-01       1.138483538472e-01 
       4.045227834056e-01       1.055644650230e-01 
       4.192154373966e-01       9.778309485422e-02 
       4.347077760434e-01       9.082759853899e-02 
       4.511048126029e-01       8.428713499522e-02 
       4.685373976016e-01       7.775355308988e-02 
       4.871713374825e-01       7.149206893292e-02 
       5.072208655016e-01       6.571389391419e-02 
       5.289691654934e-01       6.009107043058e-02 
       5.528007764558e-01       5.461785883681e-02 
       5.792549280475e-01       4.940079765889e-02 
       6.091177207858e-01       4.427279565005e-02 
       6.435908869965e-01       3.925234924138e-02 
       6.846223602434e-01       3.424859148196e-02 
       7.356055869405e-01       2.919944579459e-02 
       8.029778493612e-01       2.399148997235e-02 
       8.999945462507e-01       1.852766476649e-02 
       1.053638749949e+00       1.290193095032e-02 
       1.297770937754e+00       7.931961194915e-03 
       1.631261467987e+00       4.606591424708e-03 
       2.053589821636e+00       2.641429782154e-03 
       2.585316244166e+00       1.502058145900e-03 
       3.254720317221e+00       8.477840539307e-04 
       4.097450115632e+00       4.752709870558e-04 
       5.158384074128e+00       2.647955986802e-04 
       6.494020794714e+00       1.466968745038e-04 
       8.175487803185e+00       8.085118876781e-05 
       1.029232934924e+01       4.434974565007e-05 
       1.295727496432e+01       2.422122644067e-05 
       1.631224272018e+01       1.317489099746e-05 
       2.053589688379e+01       7.139533546004e-06 
       2.585316244099e+01       3.855412877297e-06 
       3.254720317221e+01       2.075143477508e-06 
       4.097450115632e+01       1.113475127715e-06 
       5.158384074128e+01       5.956690086157e-07 
       6.494020794714e+01       3.177300394756e-07 
       8.175487803185e+01       1.689742787886e-07 
       1.029232934924e+02       8.958170861589e-08 
